Closed Quarter,Closed Month,Closed Week,Closed Day,Case Id,Analyst,Category,Language,Start date,Blocked,Cust Time Hours,Agent Time Hours,Consult,Closing Channel,Opening Channel,Complexity,Incoming Messages,Vendor Team,Product,Total Resolution Time x Blocked By,Num Outgoing Emails,Total Resolution Time Incl Weekends Hours,Total time to Assign in Hours,Time for First Response in Hours,Consult Total Resolution Time,Total Resolution Time WITHOUT WEEKENDS,Manual Followup Count,OverallSat,Case Region,PL,SM,Start (IST) Time,Day,Hour,Agentime/Itr.
2018-04-01,2018-06-01,2018-06-24,2018-06-27,4-038922454,riyazmohammed,Formats & Creative Trafficking,en,2018-06-25,FALSE,55.18,11.54,FALSE,EMAIL,CHAT,Easy,4,HCL HYD PLAT,Consult - Platforms,66.72,5,66.72,0.01,0.01,0.00,66.72,0,,APAC,mrengarajan,vsunda,2018-06-25 17:17:46,Mon,17,2.31
2018-04-01,2018-04-01,2018-04-01,2018-04-02,1-709921596,mpostel,Order & Line Item Delivery (Adserving),fr,2018-03-30,FALSE,0.14,66.37,FALSE,EMAIL,EMAIL,Easy,3,HCL DUB PLAT,Platforms,66.67,2,66.67,0.20,0.73,0.00,18.67,0,,DUBLIN,hmatos,hmatos,2018-03-30 21:31:30,Fri,21,33.18
2018-04-01,2018-06-01,2018-05-27,2018-06-01,5-717722201,pampara,Account Management,en,2018-05-29,FALSE,27.36,31.85,TRUE,EMAIL,EMAIL,Medium,5,HCL HYD PLAT,Platforms,66.65,4,66.65,0.00,4.91,7.44,66.65,1,,NA,pampara,vipinnair,2018-05-30 10:29:59,Wed,10,7.96
2018-04-01,2018-06-01,2018-06-03,2018-06-07,6-610922392,hhellemeier,Formats & Creative Trafficking,de,2018-06-04,FALSE,18.34,43.82,TRUE,EMAIL,EMAIL,Easy,4,HCL KRK PLAT,Platforms,66.63,6,66.63,0.25,2.69,4.47,66.63,1,,KRAKOW,hmatos,hmatos,2018-06-04 18:14:38,Mon,18,7.30
2018-04-01,2018-06-01,2018-06-17,2018-06-21,6-087522627,motokit,Tagging,ja,2018-06-19,FALSE,40.37,26.24,FALSE,EMAIL,EMAIL,Easy,3,HCL JAP PLAT,Platforms,66.60,3,66.60,16.45,20.16,0.00,66.60,0,,JAPAN,nkone,saikarthik,2018-06-19 14:02:49,Tue,14,8.75
2018-04-01,2018-06-01,2018-06-03,2018-06-06,5-977122238,koduganti,Publisher Controls,en,2018-06-04,FALSE,39.26,27.32,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD MON,Monetization,66.59,4,66.59,1.84,6.76,0.00,66.59,0,,APAC,praveenrao,larasur,2018-06-04 14:01:41,Mon,14,6.83
2018-04-01,2018-05-01,2018-05-13,2018-05-18,4-162521765,mpiechula,Reporting,de,2018-05-15,FALSE,57.89,8.44,FALSE,EMAIL,EMAIL,Easy,5,HCL KRK PLAT,Platforms,66.33,5,66.33,0.03,0.86,0.00,66.33,0,100,KRAKOW,hmatos,hmatos,2018-05-15 20:21:05,Tue,20,1.69
2018-04-01,2018-06-01,2018-06-03,2018-06-03,8-031622274,keerthisai,Tagging,en,2018-06-01,FALSE,60.05,6.26,FALSE,EMAIL,CHAT,Easy,1,HCL HYD PLAT,Consult - Platforms,66.31,3,66.31,0.02,0.02,0.00,19.98,1,,APAC,mrengarajan,vsunda,2018-06-01 16:31:21,Fri,16,2.09
2018-04-01,2018-06-01,2018-06-03,2018-06-07,9-536422398,pbuyankar,Forecasting (IMF),en,2018-06-04,FALSE,57.61,8.62,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,66.23,4,66.23,0.24,2.41,0.00,66.23,1,,EMEA,enagabushanam,sgangadhari,2018-06-04 22:41:02,Mon,22,2.15
2018-04-01,2018-06-01,2018-06-24,2018-06-25,5-581022624,sranjithkumar,Administration,en,2018-06-22,FALSE,60.70,5.53,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD PLAT,Platforms,66.23,2,66.23,1.18,1.85,0.00,18.23,0,,NA,pampara,sbalasundaram,2018-06-23 4:52:08,Sat,4,2.77
2018-04-01,2018-06-01,2018-06-03,2018-06-04,4-509122131,dhalby,Formats & Creative Trafficking,fr,2018-06-01,FALSE,0.18,66.02,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,66.21,2,66.21,0.14,0.99,0.00,18.21,0,,DUBLIN,hmatos,hmatos,2018-06-01 20:58:39,Fri,20,33.01
2018-04-01,2018-04-01,2018-04-15,2018-04-16,7-193521639,anuragkumarr,Publisher Controls,en,2018-04-12,TRUE,0.23,65.93,FALSE,EMAIL,EMAIL,null,4,HCL HYD MON,Monetization,66.16,4,74.16,0.33,3.60,0.00,26.16,0,,APAC,ldaram,larasur,2018-04-13 10:25:36,Fri,10,16.48
2018-04-01,2018-04-01,2018-04-15,2018-04-16,6-303221733,pcolombon,Publisher Controls,es,2018-04-13,TRUE,0.00,65.58,TRUE,EMAIL,EMAIL,Medium,2,HCL DUB MON,Monetization,66.12,2,70.99,0.47,2.40,0.54,22.99,0,,DUBLIN,hmatos,hmatos,2018-04-13 16:00:49,Fri,16,32.79
2018-04-01,2018-04-01,2018-04-22,2018-04-26,9-056521712,dhalby,Audience,fr,2018-04-23,FALSE,51.43,14.66,FALSE,EMAIL,EMAIL,Easy,5,HCL DUB PLAT,Consult - Platforms,66.09,3,66.09,0.62,14.19,0.00,66.09,1,,DUBLIN,hmatos,hmatos,2018-04-23 22:57:25,Mon,22,4.89
2018-04-01,2018-06-01,2018-06-24,2018-06-25,4-606723003,mpostel,Video,fr,2018-06-22,FALSE,0.06,65.99,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,66.04,2,66.04,0.76,64.96,0.00,18.04,0,,DUBLIN,hmatos,hmatos,2018-06-22 21:21:29,Fri,21,32.99
2018-04-01,2018-06-01,2018-06-10,2018-06-13,1-870522731,koduganti,Policy,en,2018-06-11,FALSE,47.83,18.21,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,66.04,3,66.04,12.98,18.21,0.00,66.04,1,100,APAC,praveenrao,larasur,2018-06-11 18:26:06,Mon,18,6.07
2018-04-01,2018-05-01,2018-05-20,2018-05-20,8-756222399,sveggalam,Order & Line Item Delivery (Adserving),en,2018-05-17,FALSE,14.20,51.84,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,66.04,2,66.04,5.80,12.18,0.00,24.92,0,,EMEA,vereddy,sgangadhari,2018-05-18 11:35:01,Fri,11,25.92
2018-04-01,2018-05-01,2018-05-27,2018-05-30,7-430722123,josesimone,Account Management,es,2018-05-27,FALSE,10.14,55.87,FALSE,EMAIL,EMAIL,Easy,4,HCL KRK PLAT,Platforms,66.01,4,66.01,6.48,14.87,0.00,53.21,0,,KRAKOW,hmatos,hmatos,2018-05-27 23:42:06,Sun,23,13.97
2018-04-01,2018-06-01,2018-06-10,2018-06-15,9-579322542,wuppugunduru,Publisher Controls,en,2018-06-12,FALSE,63.73,2.25,FALSE,EMAIL,EMAIL,Medium,1,HCL HYD MON,Monetization,65.98,4,65.98,0.41,2.24,0.00,65.98,1,,EMEA,malavikas,ashwint,2018-06-12 22:14:45,Tue,22,0.56
2018-04-01,2018-06-01,2018-06-17,2018-06-22,6-565722523,rishikav,Reporting,en,2018-06-19,FALSE,27.55,27.34,TRUE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,65.97,3,65.97,16.61,19.40,11.07,65.97,1,,NA,vbandikalla,mshabbir,2018-06-20 3:26:12,Wed,3,9.11
2018-04-01,2018-05-01,2018-05-06,2018-05-11,1-036722018,vinjamuriki,Account Management,en,2018-05-08,FALSE,5.42,58.74,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD PLAT,Platforms,65.94,4,65.94,0.00,24.09,0.00,65.94,1,,EMEA,enagabushanam,sgangadhari,2018-05-08 18:46:11,Tue,18,14.68
2018-04-01,2018-05-01,2018-05-27,2018-05-28,0-391722321,dhalby,Order & Line Item Setup,fr,2018-05-25,FALSE,0.18,65.75,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,65.93,2,65.93,0.24,1.04,0.00,17.93,0,,DUBLIN,hmatos,hmatos,2018-05-25 19:22:10,Fri,19,32.88
2018-04-01,2018-06-01,2018-06-03,2018-06-03,6-397622187,pbharathi,Reporting,en,2018-06-01,FALSE,0.00,65.82,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,65.82,2,65.82,0.27,6.61,0.00,19.07,0,100,EMEA,vereddy,sgangadhari,2018-06-01 17:25:41,Fri,17,32.91
2018-04-01,2018-04-01,2018-04-15,2018-04-20,3-079722062,mpostel,Audience,fr,2018-04-17,FALSE,64.53,1.29,FALSE,EMAIL,EMAIL,Easy,4,HCL DUB PLAT,Platforms,65.82,5,65.82,0.09,0.80,0.00,65.82,1,,DUBLIN,hmatos,hmatos,2018-04-17 21:06:33,Tue,21,0.26
2018-04-01,2018-04-01,2018-04-01,2018-04-01,2-132821789,msaheb,Order & Line Item Setup,en,2018-03-30,FALSE,62.21,3.57,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,65.77,3,65.77,0.07,3.34,0.00,19.57,1,100,APAC,mrengarajan,vsunda,2018-03-30 16:55:47,Fri,16,1.19
2018-04-01,2018-05-01,2018-05-13,2018-05-14,3-070322461,nwalnekar,Account Management,en,2018-05-11,FALSE,44.28,21.41,FALSE,EMAIL,EMAIL,Easy,4,HCL HYD PLAT,Monetization,65.69,4,65.69,0.12,2.67,0.00,17.69,1,,NA,pampara,vipinnair,2018-05-12 5:40:52,Sat,5,5.35
2018-04-01,2018-05-01,2018-04-29,2018-05-03,6-403321595,ahecke,Programmatic Direct (Deals),es,2018-04-30,FALSE,43.07,19.95,TRUE,EMAIL,EMAIL,Medium,2,HCL DUB MON,Monetization,65.57,2,65.57,0.17,21.69,2.56,65.57,0,,DUBLIN,hmatos,hmatos,2018-04-30 21:21:22,Mon,21,9.97
2018-04-01,2018-06-01,2018-06-10,2018-06-11,5-910822214,tpadala,Formats & Creative Trafficking,en,2018-06-08,FALSE,57.54,8.01,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,65.54,2,65.54,1.66,6.47,0.00,17.54,0,,EMEA,vereddy,sgangadhari,2018-06-08 21:37:56,Fri,21,4.00
2018-04-01,2018-04-01,2018-04-22,2018-04-23,1-423422010,nchirokoff,Tagging,fr,2018-04-20,FALSE,63.93,1.59,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,65.53,2,65.53,0.23,0.77,0.00,17.53,0,,DUBLIN,hmatos,hmatos,2018-04-20 20:43:34,Fri,20,0.80
2018-04-01,2018-05-01,2018-05-06,2018-05-11,2-191722290,vsobharaj,Policy,en,2018-05-08,FALSE,41.91,23.61,FALSE,EMAIL,EMAIL,Easy,7,HCL HYD MON,Monetization,65.53,2,65.53,15.68,19.33,0.00,65.53,0,,NA,vbandikalla,mshabbir,2018-05-09 4:48:43,Wed,4,11.81
2018-04-01,2018-04-01,2018-04-22,2018-04-26,6-202121892,bpullivarthi,Tagging,en,2018-04-23,FALSE,50.59,14.93,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,65.52,3,65.52,13.44,14.93,0.00,65.52,1,,NA,nayaka,sbalasundaram,2018-04-24 2:34:41,Tue,2,4.98
2018-04-01,2018-06-01,2018-06-10,2018-06-11,0-214522438,fsoncini,Formats & Creative Trafficking,it,2018-06-08,FALSE,0.00,65.30,FALSE,EMAIL,EMAIL,Easy,1,HCL DUB PLAT,Platforms,65.30,1,65.30,7.64,65.30,0.00,17.30,0,,DUBLIN,hmatos,hmatos,2018-06-08 22:35:31,Fri,22,65.30
2018-04-01,2018-05-01,2018-04-29,2018-05-04,1-168121773,ahecke,Policy,es,2018-05-01,FALSE,2.93,60.49,TRUE,EMAIL,EMAIL,null,3,HCL DUB MON,Monetization,65.24,3,65.24,0.11,18.27,1.82,65.24,1,,DUBLIN,hmatos,hmatos,2018-05-01 22:23:10,Tue,22,20.16
2018-04-01,2018-04-01,2018-04-22,2018-04-26,9-010522164,mnoman,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-04-23,FALSE,22.93,42.27,FALSE,EMAIL,CHAT,Easy,1,HCL HYD MON,Consult - Monetization,65.20,2,65.20,0.06,0.06,0.00,65.20,0,,EMEA,jjonnalagadda,ashwint,2018-04-24 0:19:18,Tue,0,21.14
2018-04-01,2018-04-01,2018-04-08,2018-04-11,6-253621812,koduganti,Publisher Controls,en,2018-04-09,FALSE,39.28,21.29,FALSE,EMAIL,EMAIL,Medium,5,HCL HYD MON,Monetization,65.10,4,65.10,0.00,4.53,0.00,65.10,0,,APAC,ldaram,larasur,2018-04-09 13:18:12,Mon,13,5.32
2018-04-01,2018-04-01,2018-04-15,2018-04-16,1-091821920,ftaffi,Programmatic Direct (Deals),it,2018-04-13,FALSE,0.00,65.07,FALSE,EMAIL,EMAIL,Easy,1,HCL DUB PLAT,Platforms,65.07,1,65.07,1.47,65.07,0.00,17.07,0,,DUBLIN,hmatos,hmatos,2018-04-13 21:24:46,Fri,21,65.07
2018-04-01,2018-05-01,2018-05-06,2018-05-10,8-022622034,bmiranda,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",pt-BR,2018-05-07,FALSE,60.93,4.06,FALSE,EMAIL,EMAIL,Easy,2,HCL SAO MON,Monetization,64.99,2,64.99,0.13,2.33,0.00,64.99,0,,LATAM,kvennamaneni,saikarthik,2018-05-08 2:09:55,Tue,2,2.03
2018-04-01,2018-05-01,2018-05-20,2018-05-25,7-073922276,mbano,Video,en,2018-05-22,FALSE,43.15,21.76,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD PLAT,Platforms,64.91,5,64.91,0.00,0.16,0.00,64.91,1,,EMEA,enagabushanam,sgangadhari,2018-05-22 20:58:31,Tue,20,4.35
2018-04-01,2018-06-01,2018-06-03,2018-06-04,6-960822534,jescano,Policy,en,2018-06-01,FALSE,0.93,63.96,FALSE,EMAIL,CHAT,Easy,2,HCL DUB MON,Consult - Monetization,64.90,2,64.90,0.05,0.06,0.00,16.90,0,,DUBLIN,hmatos,hmatos,2018-06-01 20:50:41,Fri,20,31.98
2018-04-01,2018-05-01,2018-05-13,2018-05-17,3-188622244,ecalvar,Publisher Controls,es,2018-05-14,FALSE,33.62,31.26,FALSE,EMAIL,EMAIL,Easy,2,HCL KRK PLAT,Monetization,64.88,2,64.88,0.00,18.59,0.00,64.88,0,,KRAKOW,hmatos,hmatos,2018-05-14 21:40:15,Mon,21,15.63
2018-04-01,2018-04-01,2018-04-01,2018-04-06,2-517721718,fsoncini,Administration,it,2018-04-03,FALSE,42.79,22.08,FALSE,EMAIL,EMAIL,Easy,3,HCL DUB PLAT,Platforms,64.87,3,64.87,15.43,17.47,0.00,64.87,1,,DUBLIN,hmatos,hmatos,2018-04-03 21:34:48,Tue,21,7.36
2018-04-01,2018-06-01,2018-06-24,2018-06-25,7-516922498,ftaffi,Administration,it,2018-06-22,FALSE,0.00,64.87,FALSE,EMAIL,EMAIL,Easy,1,HCL DUB PLAT,Platforms,64.87,1,64.87,1.99,64.87,0.00,16.87,0,,DUBLIN,hmatos,hmatos,2018-06-22 21:28:04,Fri,21,64.87
2018-04-01,2018-06-01,2018-06-10,2018-06-15,0-086622356,sindhes,Administration,en,2018-06-12,FALSE,47.77,17.05,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Monetization,64.83,3,64.83,0.19,13.86,0.00,64.83,1,,EMEA,malavikas,ashwint,2018-06-12 22:53:44,Tue,22,5.68
2018-04-01,2018-04-01,2018-04-22,2018-04-23,9-225522043,manojgulati,Inventory Management,en,2018-04-20,FALSE,0.00,64.80,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,64.80,1,64.80,62.33,64.80,0.00,16.80,0,,NA,lucyk,sbalasundaram,2018-04-21 8:50:13,Sat,8,64.80
2018-04-01,2018-04-01,2018-04-01,2018-04-06,1-826921536,jcharitha,Video,en,2018-04-03,FALSE,50.41,14.25,FALSE,EMAIL,EMAIL,null,1,HCL HYD PLAT,Platforms,64.66,3,64.66,2.83,14.23,0.00,64.66,1,,APAC,spukhraj,vipinnair,2018-04-04 5:40:35,Wed,5,4.75
2018-04-01,2018-06-01,2018-06-03,2018-06-05,1-862922470,ppotharaveni,Account Management,en,2018-06-03,FALSE,33.35,31.30,FALSE,EMAIL,EMAIL,Medium,5,HCL HYD MON,Consult - Monetization,64.65,3,64.65,0.00,16.61,0.00,47.91,0,,EMEA,malavikas,ashwint,2018-06-03 19:45:24,Sun,19,10.43
2018-04-01,2018-05-01,2018-05-06,2018-05-09,9-342522106,karepe,Reporting,en,2018-05-04,TRUE,12.42,52.18,FALSE,EMAIL,EMAIL,Hard,2,HCL HYD PLAT,Platforms,64.60,3,122.59,45.18,47.56,0.00,74.59,1,,APAC,susaurabh,vsunda,2018-05-05 9:45:55,Sat,9,17.39
2018-04-01,2018-05-01,2018-05-13,2018-05-18,9-074022461,mnoman,Tagging,en,2018-05-15,FALSE,19.91,44.68,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD MON,Monetization,64.59,2,64.59,12.05,20.20,0.00,64.59,0,,EMEA,jjonnalagadda,ashwint,2018-05-15 21:58:53,Tue,21,22.34
2018-04-01,2018-05-01,2018-05-13,2018-05-14,4-039222185,mpostel,Video,fr,2018-05-11,FALSE,0.14,64.43,FALSE,EMAIL,EMAIL,Easy,2,HCL DUB PLAT,Platforms,64.57,2,64.57,0.19,0.46,0.00,16.57,0,,DUBLIN,hmatos,hmatos,2018-05-11 21:43:45,Fri,21,32.21
2018-04-01,2018-06-01,2018-06-17,2018-06-21,4-552222646,rmurawski,Programmatic Direct (Deals),de,2018-06-18,FALSE,43.25,21.28,FALSE,EMAIL,EMAIL,Medium,3,HCL DUB MON,Monetization,64.53,4,64.53,0.96,18.40,0.00,64.53,1,,DUBLIN,hmatos,hmatos,2018-06-18 21:33:22,Mon,21,5.32
2018-04-01,2018-04-01,2018-04-15,2018-04-16,5-026421744,pcipion,Publisher Controls,fr,2018-04-13,TRUE,0.00,64.48,FALSE,EMAIL,EMAIL,Hard,1,HCL DUB MON,Monetization,64.48,2,67.44,0.66,1.22,0.00,19.44,1,,DUBLIN,hmatos,hmatos,2018-04-13 20:06:03,Fri,20,32.24
2018-04-01,2018-05-01,2018-05-20,2018-05-21,0-775022109,tpadala,Audience,en,2018-05-18,FALSE,57.28,7.16,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,64.44,2,64.44,0.70,4.95,0.00,16.44,0,,EMEA,vereddy,sgangadhari,2018-05-18 21:39:05,Fri,21,3.58
2018-04-01,2018-05-01,2018-05-20,2018-05-24,4-803722076,ppotharaveni,Yield Management,en,2018-05-22,FALSE,52.42,11.93,FALSE,EMAIL,EMAIL,Easy,10,HCL HYD MON,Consult - Monetization,64.35,2,64.35,0.06,1.10,0.00,64.35,0,,EMEA,malavikas,ashwint,2018-05-22 18:23:27,Tue,18,5.96
2018-04-01,2018-04-01,2018-04-22,2018-04-23,8-200322312,nayaka,Reporting,en,2018-04-20,TRUE,0.51,63.79,FALSE,EMAIL,EMAIL,Medium,3,HCL HYD PLAT,Platforms,64.30,2,64.57,63.14,63.95,0.00,16.57,0,100,NA,nayaka,sbalasundaram,2018-04-21 4:24:26,Sat,4,31.89
2018-04-01,2018-06-01,2018-06-03,2018-06-06,5-715422092,jkunjumon,Formats & Creative Trafficking,en,2018-06-04,FALSE,47.28,16.95,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,64.23,4,64.23,12.01,16.69,0.00,64.23,1,,APAC,susaurabh,vsunda,2018-06-04 17:29:25,Mon,17,4.24
2018-04-01,2018-05-01,2018-05-20,2018-05-24,6-584122469,turagavv,Reporting,en,2018-05-21,FALSE,37.01,27.21,FALSE,EMAIL,EMAIL,Easy,3,HCL HYD MON,Monetization,64.22,4,64.22,16.59,20.53,0.00,64.22,1,,NA,vbandikalla,mshabbir,2018-05-22 5:45:43,Tue,5,6.80
2018-04-01,2018-05-01,2018-05-06,2018-05-08,0-415821960,djavvaji,Video,en,2018-05-05,FALSE,10.90,53.31,FALSE,EMAIL,EMAIL,Easy,7,HCL HYD PLAT,Platforms,64.22,3,64.22,35.56,38.46,0.00,35.62,0,,NA,djavvaji,vipinnair,2018-05-06 7:54:23,Sun,7,17.77
2018-04-01,2018-04-01,2018-04-22,2018-04-23,6-543322005,tpadala,Formats & Creative Trafficking,en,2018-04-20,FALSE,57.01,7.19,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,64.20,2,64.20,0.14,6.96,0.00,16.20,0,,EMEA,vereddy,sgangadhari,2018-04-20 21:54:35,Fri,21,3.60
2018-04-01,2018-04-01,2018-04-22,2018-04-22,2-076221980,pillikiran,Reporting,en,2018-04-20,FALSE,2.22,61.86,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,64.09,2,64.09,0.19,1.73,0.00,17.19,0,100,EMEA,enagabushanam,sgangadhari,2018-04-20 19:18:19,Fri,19,30.93
2018-04-01,2018-06-01,2018-06-17,2018-06-17,6-107922532,jkunjumon,Programmatic Direct (Deals),en,2018-06-15,FALSE,3.86,60.07,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,63.93,2,63.93,4.21,7.28,0.00,16.85,1,,APAC,susaurabh,vsunda,2018-06-15 19:39:00,Fri,19,30.04
2018-04-01,2018-04-01,2018-04-01,2018-04-05,7-085021731,djavvaji,Reporting,en,2018-04-03,FALSE,0.00,63.62,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,63.62,2,63.62,0.01,0.01,0.00,63.62,1,,NA,djavvaji,vipinnair,2018-04-03 19:44:51,Tue,19,31.81
2018-04-01,2018-06-01,2018-06-10,2018-06-11,4-330622186,roshnim,Programmatic Direct (Deals),en,2018-06-08,FALSE,51.28,12.13,FALSE,EMAIL,EMAIL,Medium,2,HCL HYD PLAT,Platforms,63.42,2,63.42,1.05,2.84,0.00,15.42,0,,NA,pampara,vipinnair,2018-06-09 0:58:30,Sat,0,6.07
2018-04-01,2018-04-01,2018-04-29,2018-04-29,4-725322065,hhellemeier,Native,de,2018-04-27,FALSE,0.00,63.26,FALSE,EMAIL,EMAIL,Easy,1,HCL KRK PLAT,Platforms,63.26,1,63.26,0.00,63.26,0.00,15.66,0,,KRAKOW,hmatos,hmatos,2018-04-27 20:50:08,Fri,20,63.26
2018-04-01,2018-06-01,2018-06-24,2018-06-27,6-751522516,smaekawa,Reporting,ja,2018-06-25,FALSE,26.84,36.39,FALSE,EMAIL,EMAIL,Easy,2,HCL JAP PLAT,Platforms,63.23,2,63.23,13.15,20.34,0.00,63.23,0,,JAPAN,nkone,saikarthik,2018-06-25 16:26:35,Mon,16,18.20
2018-04-01,2018-05-01,2018-05-20,2018-05-24,4-964522319,smaekawa,Order & Line Item Delivery (Adserving),ja,2018-05-22,FALSE,42.54,20.22,FALSE,EMAIL,EMAIL,Easy,1,HCL JAP PLAT,Monetization,62.76,2,62.76,15.66,20.22,0.00,62.76,1,,JAPAN,nkone,saikarthik,2018-05-22 15:05:43,Tue,15,10.11
2018-04-01,2018-05-01,2018-05-27,2018-05-28,0-883322203,afreenafshan,Publisher Controls,en,2018-05-25,FALSE,0.00,62.63,FALSE,EMAIL,CHAT,Medium,0,HCL HYD MON,Consult - Monetization,62.63,3,62.63,0.00,0.01,0.00,14.63,1,,APAC,ldaram,larasur,2018-05-26 2:19:05,Sat,2,20.88
2018-04-01,2018-04-01,2018-04-01,2018-04-05,2-646221443,jcharitha,Programmatic Direct (Deals),en,2018-04-02,FALSE,56.36,6.20,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,62.56,3,62.56,1.79,6.18,0.00,62.56,1,,APAC,spukhraj,vipinnair,2018-04-03 7:10:50,Tue,7,2.07
2018-04-01,2018-04-01,2018-04-15,2018-04-16,5-176221692,hguthikonda,"Dynamic Allocation (AdX/AdSense Backfill, EDA)",en,2018-04-13,FALSE,0.00,62.31,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,62.31,1,62.31,0.00,62.31,0.00,14.31,0,,EMEA,malavikas,ashwint,2018-04-14 0:47:45,Sat,0,62.31
2018-04-01,2018-05-01,2018-05-20,2018-05-21,1-062722224,mbano,Reporting,en,2018-05-18,FALSE,0.00,62.14,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD PLAT,Platforms,62.14,1,62.14,56.98,62.14,0.00,14.14,0,,EMEA,enagabushanam,sgangadhari,2018-05-19 3:42:35,Sat,3,62.14
2018-04-01,2018-06-01,2018-06-10,2018-06-11,8-345921940,ftaffi,Reporting,it,2018-06-08,FALSE,0.00,62.07,FALSE,EMAIL,EMAIL,Easy,1,HCL DUB PLAT,Platforms,62.07,1,62.07,56.84,62.07,0.00,14.07,0,,DUBLIN,hmatos,hmatos,2018-06-09 1:33:51,Sat,1,62.07
2018-04-01,2018-06-01,2018-06-10,2018-06-13,1-016022534,karepe,Order & Line Item Setup,en,2018-06-11,FALSE,23.14,33.10,TRUE,EMAIL,EMAIL,Medium,4,HCL HYD PLAT,Platforms,61.96,5,61.96,3.76,15.36,5.72,61.96,1,,APAC,susaurabh,vsunda,2018-06-11 20:38:00,Mon,20,6.62
2018-04-01,2018-04-01,2018-04-01,2018-04-02,4-093821654,jcharitha,Inventory Management,en,2018-03-30,FALSE,11.26,50.64,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD PLAT,Platforms,61.91,2,61.91,47.29,48.33,0.00,13.91,0,,APAC,spukhraj,vipinnair,2018-03-31 8:48:13,Sat,8,25.32
2018-04-01,2018-06-01,2018-06-17,2018-06-21,1-964422469,shikharthakur,Reporting,en,2018-06-19,FALSE,49.19,12.47,FALSE,EMAIL,EMAIL,Easy,2,HCL HYD MON,Monetization,61.66,2,61.66,0.00,10.87,0.00,61.66,0,,NA,vbandikalla,mshabbir,2018-06-19 16:34:10,Tue,16,6.23
2018-04-01,2018-04-01,2018-04-08,2018-04-09,5-757921725,cpunia,Policy,en,2018-04-06,FALSE,0.00,61.64,FALSE,EMAIL,EMAIL,Easy,1,HCL HYD MON,Consult - Monetization,61.64,1,61.64,59.16,61.64,0.00,13.64,0,,NA,vbandikalla,mshabbir,2018-04-07 8:05:59,Sat,8,61.64
2018-04-01,2018-04-01,2018-04-15,2018-04-16,6-734621882,bvuppu,Reporting,en,2018-04-13,FALSE,59.43,2.18,FALSE,EMAIL,CHAT,Easy,0,HCL HYD PLAT,Consult - Platforms,61.61,2,61.61,0.00,0.01,0.00,13.61,1,,APAC,susaurabh,vsunda,2018-04-13 22:54:20,Fri,22,1.09
2018-04-01,2018-06-01,2018-06-10,2018-06-11,0-186522256,jczyz,Programmatic Direct (Deals),es,2018-06-08,FALSE,0.22,61.28,FALSE,EMAIL,EMAIL,null,2,HCL KRK PLAT,Monetization,61.51,2,61.51,55.31,60.83,0.00,13.51,0,,KRAKOW,hmatos,hmatos,2018-06-09 3:06:22,Sat,3,30.64
2018-04-01,2018-04-01,2018-04-15,2018-04-20,3-829621772,djavvaji,Video,ja,2018-04-18,FALSE,4.91,53.84,FALSE,EMAIL,EMAIL,Easy,6,HCL HYD PLAT,Platforms,61.38,3,61.38,0.00,4.42,0.00,61.38,0,,NA,djavvaji,vipinnair,2018-04-18 19:21:17,Wed,19,17.95
